CIK,Company Name,Form Type,Date Filed,Filename,local_path,SEC_url,SIC
708818,QUALITY SYSTEMS INC,S-1,1996-01-11,708818_0000892569-96-000024.htm,./data/S-1/1996/QTR1/708818_0000892569-96-000024,https://www.sec.gov/Archives/edgar/data/708818/000089256996000024/0000892569-96-000024-index.htm,7373
943320,TRUMP HOTELS & CASINO RESORTS INC,S-1,1996-02-01,943320_0000950130-96-000349.htm,./data/S-1/1996/QTR1/943320_0000950130-96-000349,https://www.sec.gov/Archives/edgar/data/943320/000095013096000349/0000950130-96-000349-index.htm,7011
1001635,SAVILLE SYSTEMS PLC,S-1,1996-05-21,1001635_0000927016-96-000306.htm,./data/S-1/1996/QTR2/1001635_0000927016-96-000306,https://www.sec.gov/Archives/edgar/data/1001635/000092701696000306/0000927016-96-000306-index.htm,7371
1002579,EXTENDED STAY AMERICA INC,S-1,1996-05-09,1002579_0000950131-96-002048.htm,./data/S-1/1996/QTR2/1002579_0000950131-96-002048,https://www.sec.gov/Archives/edgar/data/1002579/000095013196002048/0000950131-96-002048-index.htm,7011
1006835,SIEBEL SYSTEMS INC,S-1,1996-05-15,1006835_0000891618-96-000469.htm,./data/S-1/1996/QTR2/1006835_0000891618-96-000469,https://www.sec.gov/Archives/edgar/data/1006835/000089161896000469/0000891618-96-000469-index.htm,7372
1008946,VIRTUAL OPEN NETWORK ENVIRONMENT CORP,S-1,1996-06-21,1008946_0000898432-96-000281.htm,./data/S-1/1996/QTR2/1008946_0000898432-96-000281,https://www.sec.gov/Archives/edgar/data/1008946/000089843296000281/0000898432-96-000281-index.htm,7372
1011255,BUSINESS WEB INC,S-1,1996-05-22,1011255_0000950109-96-003319.htm,./data/S-1/1996/QTR2/1011255_0000950109-96-003319,https://www.sec.gov/Archives/edgar/data/1011255/000095010996003319/0000950109-96-003319-index.htm,7372
1013170,SILICON GAMING INC,S-1,1996-05-30,1013170_0000950109-96-003492.htm,./data/S-1/1996/QTR2/1013170_0000950109-96-003492,https://www.sec.gov/Archives/edgar/data/1013170/000095010996003492/0000950109-96-003492-index.htm,7372
1013236,FILM ROMAN INC,S-1,1996-05-17,1013236_0000898430-96-002109.htm,./data/S-1/1996/QTR2/1013236_0000898430-96-002109,https://www.sec.gov/Archives/edgar/data/1013236/000089843096002109/0000898430-96-002109-index.htm,7812
1013273,CABLE SAT SYSTEMS INC,S-1,1996-06-17,1013273_0000950144-96-003478.htm,./data/S-1/1996/QTR2/1013273_0000950144-96-003478,https://www.sec.gov/Archives/edgar/data/1013273/000095014496003478/0000950144-96-003478-index.htm,7372
1013355,TRUSTED INFORMATION SYSTEMS INC,S-1,1996-06-07,1013355_0000950133-96-000862.htm,./data/S-1/1996/QTR2/1013355_0000950133-96-000862,https://www.sec.gov/Archives/edgar/data/1013355/000095013396000862/0000950133-96-000862-index.htm,7372
1013687,PHOENIX INTERNATIONAL LTD INC,S-1,1996-05-08,1013687_0000950144-96-001973.htm,./data/S-1/1996/QTR2/1013687_0000950144-96-001973,https://www.sec.gov/Archives/edgar/data/1013687/000095014496001973/0000950144-96-001973-index.htm,7372
1013763,MUZAK INC,S-1,1996-05-14,1013763_0000950130-96-001725.htm,./data/S-1/1996/QTR2/1013763_0000950130-96-001725,https://www.sec.gov/Archives/edgar/data/1013763/000095013096001725/0000950130-96-001725-index.htm,7389
1013920,AWARD SOFTWARE INTERNATIONAL INC,S-1,1996-06-03,1013920_0000891618-96-000743.htm,./data/S-1/1996/QTR2/1013920_0000891618-96-000743,https://www.sec.gov/Archives/edgar/data/1013920/000089161896000743/0000891618-96-000743-index.htm,7372
1014041,STERILE RECOVERIES INC,S-1,1996-05-15,1014041_0000950144-96-002420.htm,./data/S-1/1996/QTR2/1014041_0000950144-96-002420,https://www.sec.gov/Archives/edgar/data/1014041/000095014496002420/0000950144-96-002420-index.htm,7200
1014210,INTELLIDATA INC /DE/,S-1,1996-06-17,1014210_0000927016-96-000417.htm,./data/S-1/1996/QTR2/1014210_0000927016-96-000417,https://www.sec.gov/Archives/edgar/data/1014210/000092701696000417/0000927016-96-000417-index.htm,7320
1014671,PHOENIX LEASING AMERICAN BUSINESS FUND II LP,S-1,1996-06-11,1014671_0000912057-96-012075.htm,./data/S-1/1996/QTR2/1014671_0000912057-96-012075,https://www.sec.gov/Archives/edgar/data/1014671/000091205796012075/0000912057-96-012075-index.htm,7377
1014733,VDI MEDIA,S-1,1996-05-17,1014733_0000912057-96-010310.htm,./data/S-1/1996/QTR2/1014733_0000912057-96-010310,https://www.sec.gov/Archives/edgar/data/1014733/000091205796010310/0000912057-96-010310-index.htm,7819
1014764,CAPSTAR HOTEL INVESTORS INC,S-1,1996-06-21,1014764_0000950112-96-002111.htm,./data/S-1/1996/QTR2/1014764_0000950112-96-002111,https://www.sec.gov/Archives/edgar/data/1014764/000095011296002111/0000950112-96-002111-index.htm,7011
1014920,OPTIKA IMAGING SYSTEMS INC,S-1,1996-05-22,1014920_0000927356-96-000377.htm,./data/S-1/1996/QTR2/1014920_0000927356-96-000377,https://www.sec.gov/Archives/edgar/data/1014920/000092735696000377/0000927356-96-000377-index.htm,7372
1014955,OBJECT DESIGN INC,S-1,1996-06-05,1014955_0000950135-96-002496.htm,./data/S-1/1996/QTR2/1014955_0000950135-96-002496,https://www.sec.gov/Archives/edgar/data/1014955/000095013596002496/0000950135-96-002496-index.htm,7372
1014960,TELESPECTRUM WORLDWIDE INC,S-1,1996-05-23,1014960_0000950109-96-003358.htm,./data/S-1/1996/QTR2/1014960_0000950109-96-003358,https://www.sec.gov/Archives/edgar/data/1014960/000095010996003358/0000950109-96-003358-index.htm,7389
1014982,SOURCE SERVICES CORP,S-1,1996-05-29,1014982_0000950134-96-002522.htm,./data/S-1/1996/QTR2/1014982_0000950134-96-002522,https://www.sec.gov/Archives/edgar/data/1014982/000095013496002522/0000950134-96-002522-index.htm,7363
1015580,EARTHLINK NETWORK INC,S-1,1996-06-03,1015580_0000912057-96-011386.htm,./data/S-1/1996/QTR2/1015580_0000912057-96-011386,https://www.sec.gov/Archives/edgar/data/1015580/000091205796011386/0000912057-96-011386-index.htm,7372
1015665,LEAP GROUP INC,S-1,1996-06-03,1015665_0000950131-96-002598.htm,./data/S-1/1996/QTR2/1015665_0000950131-96-002598,https://www.sec.gov/Archives/edgar/data/1015665/000095013196002598/0000950131-96-002598-index.htm,7311
1015739,AWARE INC /MA/,S-1,1996-06-25,1015739_0000950135-96-002784.htm,./data/S-1/1996/QTR2/1015739_0000950135-96-002784,https://www.sec.gov/Archives/edgar/data/1015739/000095013596002784/0000950135-96-002784-index.htm,7372
1015854,EXIGENT INTERNATIONAL INC,S-1,1996-06-12,1015854_0000950131-96-002756.htm,./data/S-1/1996/QTR2/1015854_0000950131-96-002756,https://www.sec.gov/Archives/edgar/data/1015854/000095013196002756/0000950131-96-002756-index.htm,7373
1016277,NATIONAL PROCESSING INC,S-1,1996-06-07,1016277_0000950152-96-002825.htm,./data/S-1/1996/QTR2/1016277_0000950152-96-002825,https://www.sec.gov/Archives/edgar/data/1016277/000095015296002825/0000950152-96-002825-index.htm,7389
1016281,CARRIAGE SERVICES INC,S-1,1996-06-07,1016281_0000890566-96-000592.htm,./data/S-1/1996/QTR2/1016281_0000890566-96-000592,https://www.sec.gov/Archives/edgar/data/1016281/000089056696000592/0000890566-96-000592-index.htm,7200
1016370,GOLDEN BEAR GOLF INC,S-1,1996-06-07,1016370_0000950170-96-000321.htm,./data/S-1/1996/QTR2/1016370_0000950170-96-000321,https://www.sec.gov/Archives/edgar/data/1016370/000095017096000321/0000950170-96-000321-index.htm,7990
1016572,RENTAL SERVICE CORP,S-1,1996-06-13,1016572_0000944209-96-000064.htm,./data/S-1/1996/QTR2/1016572_0000944209-96-000064,https://www.sec.gov/Archives/edgar/data/1016572/000094420996000064/0000944209-96-000064-index.htm,7359
1016771,METROGOLF INC,S-1,1996-06-17,1016771_0000912057-96-012523.htm,./data/S-1/1996/QTR2/1016771_0000912057-96-012523,https://www.sec.gov/Archives/edgar/data/1016771/000091205796012523/0000912057-96-012523-index.htm,7900
1016831,DOCUMENT SCIENCES CORP,S-1,1996-06-20,1016831_0000936392-96-000352.htm,./data/S-1/1996/QTR2/1016831_0000936392-96-000352,https://www.sec.gov/Archives/edgar/data/1016831/000093639296000352/0000936392-96-000352-index.htm,7372
1017096,VOTAN CORP,S-1,1996-06-28,1017096_0000950136-96-000517.htm,./data/S-1/1996/QTR2/1017096_0000950136-96-000517,https://www.sec.gov/Archives/edgar/data/1017096/000095013696000517/0000950136-96-000517-index.htm,7372
1017526,ACE COMM CORP,S-1,1996-06-25,1017526_0000912057-96-013021.htm,./data/S-1/1996/QTR2/1017526_0000912057-96-013021,https://www.sec.gov/Archives/edgar/data/1017526/000091205796013021/0000912057-96-013021-index.htm,7373
1017546,STORM PRIMAX INC,S-1,1996-06-26,1017546_0000898430-96-002907.htm,./data/S-1/1996/QTR2/1017546_0000898430-96-002907,https://www.sec.gov/Archives/edgar/data/1017546/000089843096002907/0000898430-96-002907-index.htm,7372
1017609,SERVICE EXPERTS INC,S-1,1996-06-27,1017609_0000950144-96-003769.htm,./data/S-1/1996/QTR2/1017609_0000950144-96-003769,https://www.sec.gov/Archives/edgar/data/1017609/000095014496003769/0000950144-96-003769-index.htm,7600
1017741,INTERACT MEDICAL TECHNOLOGIES CORP,S-1,1996-06-28,1017741_0000936392-96-000389.htm,./data/S-1/1996/QTR2/1017741_0000936392-96-000389,https://www.sec.gov/Archives/edgar/data/1017741/000093639296000389/0000936392-96-000389-index.htm,7373
51642,INTERPOOL LTD,S-1,1996-06-18,51642_0000899681-96-000175.htm,./data/S-1/1996/QTR2/51642_0000899681-96-000175,https://www.sec.gov/Archives/edgar/data/51642/000089968196000175/0000899681-96-000175-index.htm,7359
745597,INTERLINK COMPUTER SCIENCES INC,S-1,1996-06-05,745597_0000950109-96-003638.htm,./data/S-1/1996/QTR2/745597_0000950109-96-003638,https://www.sec.gov/Archives/edgar/data/745597/000095010996003638/0000950109-96-003638-index.htm,7373
825724,MEDIQUAL SYSTEMS INC,S-1,1996-05-31,825724_0000950135-96-002411.htm,./data/S-1/1996/QTR2/825724_0000950135-96-002411,https://www.sec.gov/Archives/edgar/data/825724/000095013596002411/0000950135-96-002411-index.htm,7373
831529,CONNECT INC,S-1,1996-06-13,831529_0000950109-96-003783.htm,./data/S-1/1996/QTR2/831529_0000950109-96-003783,https://www.sec.gov/Archives/edgar/data/831529/000095010996003783/0000950109-96-003783-index.htm,7372
877890,CITRIX SYSTEMS INC,S-1,1996-05-24,877890_0000927016-96-000327.htm,./data/S-1/1996/QTR2/877890_0000927016-96-000327,https://www.sec.gov/Archives/edgar/data/877890/000092701696000327/0000927016-96-000327-index.htm,7372
899045,LAMAR ADVERTISING CO,S-1,1996-06-07,899045_0000950134-96-002744.htm,./data/S-1/1996/QTR2/899045_0000950134-96-002744,https://www.sec.gov/Archives/edgar/data/899045/000095013496002744/0000950134-96-002744-index.htm,7311
917062,VISIGENIC SOFTWARE INC,S-1,1996-06-19,917062_0000898430-96-002750.htm,./data/S-1/1996/QTR2/917062_0000898430-96-002750,https://www.sec.gov/Archives/edgar/data/917062/000089843096002750/0000898430-96-002750-index.htm,7372
922471,TEAM RENTAL GROUP INC,S-1,1996-05-24,922471_0000950136-96-000393.htm,./data/S-1/1996/QTR2/922471_0000950136-96-000393,https://www.sec.gov/Archives/edgar/data/922471/000095013696000393/0000950136-96-000393-index.htm,7510
928063,UNIVERSAL OUTDOOR HOLDINGS INC,S-1,1996-06-06,928063_0000912057-96-011724.htm,./data/S-1/1996/QTR2/928063_0000912057-96-011724,https://www.sec.gov/Archives/edgar/data/928063/000091205796011724/0000912057-96-011724-index.htm,7310
930420,ROMAC INTERNATIONAL INC,S-1,1996-05-09,930420_0000950144-96-002020.htm,./data/S-1/1996/QTR2/930420_0000950144-96-002020,https://www.sec.gov/Archives/edgar/data/930420/000095014496002020/0000950144-96-002020-index.htm,7361
946994,SUMMIT MEDICAL SYSTEMS INC /MN/,S-1,1996-06-11,946994_0000950131-96-002739.htm,./data/S-1/1996/QTR2/946994_0000950131-96-002739,https://www.sec.gov/Archives/edgar/data/946994/000095013196002739/0000950131-96-002739-index.htm,7371
948850,PERSONNEL GROUP OF AMERICA INC,S-1,1996-05-24,948850_0000950144-96-002925.htm,./data/S-1/1996/QTR2/948850_0000950144-96-002925,https://www.sec.gov/Archives/edgar/data/948850/000095014496002925/0000950144-96-002925-index.htm,7363
1000188,ENTERPRISE SYSTEMS INC /DE/,S-1,1996-07-26,1000188_0000950131-96-003448.htm,./data/S-1/1996/QTR3/1000188_0000950131-96-003448,https://www.sec.gov/Archives/edgar/data/1000188/000095013196003448/0000950131-96-003448-index.htm,7371
1002536,INDIVIDUAL INC,S-1,1996-07-19,1002536_0000927016-96-000615.htm,./data/S-1/1996/QTR3/1002536_0000927016-96-000615,https://www.sec.gov/Archives/edgar/data/1002536/000092701696000615/0000927016-96-000615-index.htm,7374
1003521,ALRENCO INC,S-1,1996-08-29,1003521_0000912057-96-019190.htm,./data/S-1/1996/QTR3/1003521_0000912057-96-019190,https://www.sec.gov/Archives/edgar/data/1003521/000091205796019190/0000912057-96-019190-index.htm,7359
1005702,MINDSPRING ENTERPRISES INC,S-1,1996-08-23,1005702_0000950133-96-001686.htm,./data/S-1/1996/QTR3/1005702_0000950133-96-001686,https://www.sec.gov/Archives/edgar/data/1005702/000095013396001686/0000950133-96-001686-index.htm,7389
1005858,WEST COAST ENTERTAINMENT CORP,S-1,1996-07-24,1005858_0000950135-96-003182.htm,./data/S-1/1996/QTR3/1005858_0000950135-96-003182,https://www.sec.gov/Archives/edgar/data/1005858/000095013596003182/0000950135-96-003182-index.htm,7841
1006835,SIEBEL SYSTEMS INC,S-1,1996-09-16,1006835_0000891618-96-002027.htm,./data/S-1/1996/QTR3/1006835_0000891618-96-002027,https://www.sec.gov/Archives/edgar/data/1006835/000089161896002027/0000891618-96-002027-index.htm,7372
1008817,SAPIENT CORP,S-1,1996-09-25,1008817_0000950135-96-004087.htm,./data/S-1/1996/QTR3/1008817_0000950135-96-004087,https://www.sec.gov/Archives/edgar/data/1008817/000095013596004087/0000950135-96-004087-index.htm,7373
1009403,WHITTMAN HART INC,S-1,1996-08-06,1009403_0000912057-96-016288.htm,./data/S-1/1996/QTR3/1009403_0000912057-96-016288,https://www.sec.gov/Archives/edgar/data/1009403/000091205796016288/0000912057-96-016288-index.htm,7374
1010612,SYKES ENTERPRISES INC,S-1,1996-09-23,1010612_0000950144-96-006520.htm,./data/S-1/1996/QTR3/1010612_0000950144-96-006520,https://www.sec.gov/Archives/edgar/data/1010612/000095014496006520/0000950144-96-006520-index.htm,7373
1013795,SIMULATION SCIENCES INC,S-1,1996-08-29,1013795_0000891618-96-001920.htm,./data/S-1/1996/QTR3/1013795_0000891618-96-001920,https://www.sec.gov/Archives/edgar/data/1013795/000089161896001920/0000891618-96-001920-index.htm,7371
1017102,POPPE TYSON INC,S-1,1996-08-08,1017102_0000950130-96-002939.htm,./data/S-1/1996/QTR3/1017102_0000950130-96-002939,https://www.sec.gov/Archives/edgar/data/1017102/000095013096002939/0000950130-96-002939-index.htm,7331
1017657,INFINITY FINANCIAL TECHNOLOGY INC,S-1,1996-07-23,1017657_0000891618-96-001303.htm,./data/S-1/1996/QTR3/1017657_0000891618-96-001303,https://www.sec.gov/Archives/edgar/data/1017657/000089161896001303/0000891618-96-001303-index.htm,7372
1017673,DOVER DOWNS ENTERTAINMENT INC,S-1,1996-07-15,1017673_0000950115-96-000998.htm,./data/S-1/1996/QTR3/1017673_0000950115-96-000998,https://www.sec.gov/Archives/edgar/data/1017673/000095011596000998/0000950115-96-000998-index.htm,7900
1017906,SNYDER COMMUNICATIONS INC,S-1,1996-07-03,1017906_0000950133-96-001077.htm,./data/S-1/1996/QTR3/1017906_0000950133-96-001077,https://www.sec.gov/Archives/edgar/data/1017906/000095013396001077/0000950133-96-001077-index.htm,7389
1017917,CCC INFORMATION SERVICES GROUP INC,S-1,1996-07-01,1017917_0000912057-96-013496.htm,./data/S-1/1996/QTR3/1017917_0000912057-96-013496,https://www.sec.gov/Archives/edgar/data/1017917/000091205796013496/0000912057-96-013496-index.htm,7370
1017958,RMH TELESERVICES INC,S-1,1996-07-03,1017958_0000893220-96-001125.htm,./data/S-1/1996/QTR3/1017958_0000893220-96-001125,https://www.sec.gov/Archives/edgar/data/1017958/000089322096001125/0000893220-96-001125-index.htm,7389
1017968,STAFFMARK INC,S-1,1996-07-03,1017968_0000950134-96-003336.htm,./data/S-1/1996/QTR3/1017968_0000950134-96-003336,https://www.sec.gov/Archives/edgar/data/1017968/000095013496003336/0000950134-96-003336-index.htm,7370
1018332,VIISAGE TECHNOLOGY INC,S-1,1996-08-22,1018332_0000927016-96-000922.htm,./data/S-1/1996/QTR3/1018332_0000927016-96-000922,https://www.sec.gov/Archives/edgar/data/1018332/000092701696000922/0000927016-96-000922-index.htm,7373
1018525,XLCONNECT SOLUTIONS INC,S-1,1996-07-24,1018525_0000950115-96-001026.htm,./data/S-1/1996/QTR3/1018525_0000950115-96-001026,https://www.sec.gov/Archives/edgar/data/1018525/000095011596001026/0000950115-96-001026-index.htm,7373
1018761,COMPUTER GENERATED SOLUTIONS INC,S-1,1996-07-31,1018761_0000950130-96-002802.htm,./data/S-1/1996/QTR3/1018761_0000950130-96-002802,https://www.sec.gov/Archives/edgar/data/1018761/000095013096002802/0000950130-96-002802-index.htm,7380
1019156,CYBERMEDIA INC,S-1,1996-08-29,1019156_0000891618-96-001923.htm,./data/S-1/1996/QTR3/1019156_0000891618-96-001923,https://www.sec.gov/Archives/edgar/data/1019156/000089161896001923/0000891618-96-001923-index.htm,7372
1019542,ATEL CAPITAL EQUIPMENT FUND VII LP,S-1,1996-07-25,1019542_0001011723-96-000031.htm,./data/S-1/1996/QTR3/1019542_0001011723-96-000031,https://www.sec.gov/Archives/edgar/data/1019542/000101172396000031/0001011723-96-000031-index.htm,7359
1020319,ACCESS BEYOND INC,S-1,1996-08-23,1020319_0000950152-96-004311.htm,./data/S-1/1996/QTR3/1020319_0000950152-96-004311,https://www.sec.gov/Archives/edgar/data/1020319/000095015296004311/0000950152-96-004311-index.htm,7373
1020350,US FRANCHISE SYSTEMS INC,S-1,1996-09-05,1020350_0000950146-96-001596.htm,./data/S-1/1996/QTR3/1020350_0000950146-96-001596,https://www.sec.gov/Archives/edgar/data/1020350/000095014696001596/0000950146-96-001596-index.htm,7011
1020391,ALLIN COMMUNICATIONS CORP,S-1,1996-08-19,1020391_0000950132-96-000525.htm,./data/S-1/1996/QTR3/1020391_0000950132-96-000525,https://www.sec.gov/Archives/edgar/data/1020391/000095013296000525/0000950132-96-000525-index.htm,7373
1020416,TMP WORLDWIDE INC /FA/,S-1,1996-09-23,1020416_0000912057-96-020876.htm,./data/S-1/1996/QTR3/1020416_0000912057-96-020876,https://www.sec.gov/Archives/edgar/data/1020416/000091205796020876/0000912057-96-020876-index.htm,7363
1020476,OGARA CO /OH/,S-1,1996-08-29,1020476_0000950152-96-004396.htm,./data/S-1/1996/QTR3/1020476_0000950152-96-004396,https://www.sec.gov/Archives/edgar/data/1020476/000095015296004396/0000950152-96-004396-index.htm,7381
1020616,LASON HOLDINGS INC,S-1,1996-08-08,1020616_0000950124-96-003389.htm,./data/S-1/1996/QTR3/1020616_0000950124-96-003389,https://www.sec.gov/Archives/edgar/data/1020616/000095012496003389/0000950124-96-003389-index.htm,7389
1020716,PUMA TECHNOLOGY INC,S-1,1996-09-05,1020716_0000912057-96-019606.htm,./data/S-1/1996/QTR3/1020716_0000912057-96-019606,https://www.sec.gov/Archives/edgar/data/1020716/000091205796019606/0000912057-96-019606-index.htm,7372
1020905,FLORIDA PANTHERS HOLDINGS INC,S-1,1996-09-18,1020905_0000950144-96-006413.htm,./data/S-1/1996/QTR3/1020905_0000950144-96-006413,https://www.sec.gov/Archives/edgar/data/1020905/000095014496006413/0000950144-96-006413-index.htm,7900
1020996,MEMBERWORKS INC,S-1,1996-08-21,1020996_0000950123-96-004628.htm,./data/S-1/1996/QTR3/1020996_0000950123-96-004628,https://www.sec.gov/Archives/edgar/data/1020996/000095012396004628/0000950123-96-004628-index.htm,7389
1021305,ALTAVISTA INTERNET SOFTWARE INC,S-1,1996-08-27,1021305_0000950135-96-003825.htm,./data/S-1/1996/QTR3/1021305_0000950135-96-003825,https://www.sec.gov/Archives/edgar/data/1021305/000095013596003825/0000950135-96-003825-index.htm,7372
1021354,TICKETMASTER GROUP INC,S-1,1996-09-20,1021354_0000950124-96-004092.htm,./data/S-1/1996/QTR3/1021354_0000950124-96-004092,https://www.sec.gov/Archives/edgar/data/1021354/000095012496004092/0000950124-96-004092-index.htm,7990
1021421,HOMEGATE HOSPITALITY INC,S-1,1996-08-30,1021421_0000930661-96-001145.htm,./data/S-1/1996/QTR3/1021421_0000930661-96-001145,https://www.sec.gov/Archives/edgar/data/1021421/000093066196001145/0000930661-96-001145-index.htm,7011
1021772,INFORMATION MANAGEMENT RESOURCES INC,S-1,1996-09-16,1021772_0000950109-96-005972.htm,./data/S-1/1996/QTR3/1021772_0000950109-96-005972,https://www.sec.gov/Archives/edgar/data/1021772/000095010996005972/0000950109-96-005972-index.htm,7371
1022080,MIDWAY GAMES INC,S-1,1996-09-13,1022080_0000950123-96-004996.htm,./data/S-1/1996/QTR3/1022080_0000950123-96-004996,https://www.sec.gov/Archives/edgar/data/1022080/000095012396004996/0000950123-96-004996-index.htm,7372
1022147,MEDICAL MANAGER CORP,S-1,1996-09-30,1022147_0000950144-96-006747.htm,./data/S-1/1996/QTR3/1022147_0000950144-96-006747,https://www.sec.gov/Archives/edgar/data/1022147/000095014496006747/0000950144-96-006747-index.htm,7373
1022259,PRIME SERVICE INC,S-1,1996-09-06,1022259_0000912057-96-019761.htm,./data/S-1/1996/QTR3/1022259_0000912057-96-019761,https://www.sec.gov/Archives/edgar/data/1022259/000091205796019761/0000912057-96-019761-index.htm,7359
1022608,NCO GROUP INC,S-1,1996-09-11,1022608_0000950116-96-000956.htm,./data/S-1/1996/QTR3/1022608_0000950116-96-000956,https://www.sec.gov/Archives/edgar/data/1022608/000095011696000956/0000950116-96-000956-index.htm,7320
1022820,CANDLEWOOD HOTEL CO INC,S-1,1996-09-13,1022820_0000892569-96-001838.htm,./data/S-1/1996/QTR3/1022820_0000892569-96-001838,https://www.sec.gov/Archives/edgar/data/1022820/000089256996001838/0000892569-96-001838-index.htm,7011
1022844,BRILLIANT DIGITAL ENTERTAINMENT INC,S-1,1996-09-17,1022844_0000944209-96-000319.htm,./data/S-1/1996/QTR3/1022844_0000944209-96-000319,https://www.sec.gov/Archives/edgar/data/1022844/000094420996000319/0000944209-96-000319-index.htm,7372
1022926,SANCHEZ COMPUTER ASSOCIATES INC,S-1,1996-09-27,1022926_0000950109-96-006302.htm,./data/S-1/1996/QTR3/1022926_0000950109-96-006302,https://www.sec.gov/Archives/edgar/data/1022926/000095010996006302/0000950109-96-006302-index.htm,7373
1023186,FOX KIDS WORLDWIDE INC,S-1,1996-09-27,1023186_0000944209-96-000334.htm,./data/S-1/1996/QTR3/1023186_0000944209-96-000334,https://www.sec.gov/Archives/edgar/data/1023186/000094420996000334/0000944209-96-000334-index.htm,7812
720481,DYNAMIC HEALTHCARE TECHNOLOGIES INC,S-1,1996-08-21,720481_0000950144-96-005830.htm,./data/S-1/1996/QTR3/720481_0000950144-96-005830,https://www.sec.gov/Archives/edgar/data/720481/000095014496005830/0000950144-96-005830-index.htm,7373
792341,UNICOMP INC,S-1,1996-09-18,792341_0000912057-96-020574.htm,./data/S-1/1996/QTR3/792341_0000912057-96-020574,https://www.sec.gov/Archives/edgar/data/792341/000091205796020574/0000912057-96-020574-index.htm,7373
818813,BITSTREAM INC,S-1,1996-09-06,818813_0000950135-96-003921.htm,./data/S-1/1996/QTR3/818813_0000950135-96-003921,https://www.sec.gov/Archives/edgar/data/818813/000095013596003921/0000950135-96-003921-index.htm,7371
825703,PLATINUM TECHNOLOGY INC,S-1,1996-07-09,825703_0000912057-96-014056.htm,./data/S-1/1996/QTR3/825703_0000912057-96-014056,https://www.sec.gov/Archives/edgar/data/825703/000091205796014056/0000912057-96-014056-index.htm,7372
834162,WINNERS ENTERTAINMENT INC,S-1,1996-09-27,834162_0000834162-96-000003.htm,./data/S-1/1996/QTR3/834162_0000834162-96-000003,https://www.sec.gov/Archives/edgar/data/834162/000083416296000003/0000834162-96-000003-index.htm,7990
834208,NAVIGATION TECHNOLOGIES CORP,S-1,1996-07-19,834208_0000950109-96-004529.htm,./data/S-1/1996/QTR3/834208_0000950109-96-004529,https://www.sec.gov/Archives/edgar/data/834208/000095010996004529/0000950109-96-004529-index.htm,7372
867889,INTERNATIONAL TELECOMMUNICATION DATA SYSTEMS INC,S-1,1996-08-29,867889_0000950146-96-001515.htm,./data/S-1/1996/QTR3/867889_0000950146-96-001515,https://www.sec.gov/Archives/edgar/data/867889/000095014696001515/0000950146-96-001515-index.htm,7371
876378,CELLULAR TECHNICAL SERVICES CO INC,S-1,1996-07-02,876378_0000950117-96-000697.htm,./data/S-1/1996/QTR3/876378_0000950117-96-000697,https://www.sec.gov/Archives/edgar/data/876378/000095011796000697/0000950117-96-000697-index.htm,7372
881975,CTA INCORPORATED,S-1,1996-09-09,881975_0000912057-96-019891.htm,./data/S-1/1996/QTR3/881975_0000912057-96-019891,https://www.sec.gov/Archives/edgar/data/881975/000091205796019891/0000912057-96-019891-index.htm,7371
889085,INTERNATIONAL NETWORK SERVICES,S-1,1996-07-31,889085_0000950109-96-004767.htm,./data/S-1/1996/QTR3/889085_0000950109-96-004767,https://www.sec.gov/Archives/edgar/data/889085/000095010996004767/0000950109-96-004767-index.htm,7371
896262,AMEDISYS INC,S-1,1996-07-18,896262_0000890566-96-000886.htm,./data/S-1/1996/QTR3/896262_0000890566-96-000886,https://www.sec.gov/Archives/edgar/data/896262/000089056696000886/0000890566-96-000886-index.htm,7361
897893,PEERLESS SYSTEMS CORP,S-1,1996-08-01,897893_0000898430-96-003426.htm,./data/S-1/1996/QTR3/897893_0000898430-96-003426,https://www.sec.gov/Archives/edgar/data/897893/000089843096003426/0000898430-96-003426-index.htm,7372
914028,TELMARK INC /NY/,S-1,1996-08-30,914028_0000914028-96-000007.htm,./data/S-1/1996/QTR3/914028_0000914028-96-000007,https://www.sec.gov/Archives/edgar/data/914028/000091402896000007/0000914028-96-000007-index.htm,7350
916079,UNIVERSAL OUTDOOR INC,S-1,1996-09-20,916079_0000912057-96-020852.htm,./data/S-1/1996/QTR3/916079_0000912057-96-020852,https://www.sec.gov/Archives/edgar/data/916079/000091205796020852/0000912057-96-020852-index.htm,7310
917524,TALX CORP,S-1,1996-08-28,917524_0000950131-96-004199.htm,./data/S-1/1996/QTR3/917524_0000950131-96-004199,https://www.sec.gov/Archives/edgar/data/917524/000095013196004199/0000950131-96-004199-index.htm,7373
918390,COLORADO GAMING & ENTERTAINMENT CO,S-1,1996-09-27,918390_0000898080-96-000134.htm,./data/S-1/1996/QTR3/918390_0000898080-96-000134,https://www.sec.gov/Archives/edgar/data/918390/000089808096000134/0000898080-96-000134-index.htm,7990
926764,HOLMES PROTECTION GROUP INC,S-1,1996-07-26,926764_0000950116-96-000683.htm,./data/S-1/1996/QTR3/926764_0000950116-96-000683,https://www.sec.gov/Archives/edgar/data/926764/000095011696000683/0000950116-96-000683-index.htm,7380
927456,MEDIRISK INC,S-1,1996-09-19,927456_0000950144-96-006453.htm,./data/S-1/1996/QTR3/927456_0000950144-96-006453,https://www.sec.gov/Archives/edgar/data/927456/000095014496006453/0000950144-96-006453-index.htm,7389
